Question,Response
ชุดอัฒลักษณ์ประจำจังหวัดลพบุรี ในการประกวดมิสแกรนด์ลพบุรี ปี 2017 มีชื่อชุดว่าอะไร,นบเทวะนารายณ์
พลตรีอินทรัตน์ ได้รับแต่งตั้งเป็นที่ปรึกษารัฐมนตรีว่าการกระทรวงอะไรในปี พ.ศ. 2557,กระทรวงเกษตรและสหกรณ์
ละครโทรทัศน์ไทยเรื่องพายุเทวดาสร้างครั้งแรกเมื่อปีพ.ศ.อะไร,2557
ละครไทยเรื่อง พายุเทวดา ถูกตัดจบอย่างกระทันหันหลังจากฉายไปได้กี่ตอน,14
กรุง ศรีวิไล เคยลงสมัครรับเลือกตั้ง ในนามพรรคพลังประชาชน เมื่อวันที่ 23 ธันวาคม พ.ศ. 2550 ในเขตจังหวัดใด,จังหวัดสมุทรปราการ
กวี ตันจรารักษ์ มีชื่อเล่นว่า บีม เป็นนักร้องและนักแสดงชาวไทย อดีตสมาชิกนักร้องวงอะไร,วงดีทูบี
น้องสาวของ บีม วง D2B มีชื่อว่าอะไร,บัว สโรชา ตันจรารักษ์
เกริก ชิลเลอร์ หรือ เคิร์ก วิลเลี่ยม ชิลเลอร์ เล่นภาพยนตร์เรื่องแรก ในปี พ.ศ. 2540 คือเรื่องใด,ลับแลคนมหัศจรรย์
โก๊ะตี๋ อารามบอย หรือเดิมใช้ว่า โก๊ะตี๋ ผีน่ารัก เป็นนักแสดงบ้านเกิดอยู่จังหวัดอะไร,จังหวัดอ่างทอง
หนุ่ม กรรชัย หรือ ภูดิท กำเนิดพลอย มีลูกสาวชื่อว่าอะไร,ภูรดา กำเนิดพลอย
เสนาหอย หรือ เกียรติศักดิ์ อุดมนาค เข้าสู่วงการครั้งแรกจาก รายการใด,รายการ ยุทธการขยับเหงือก
